srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,sDevType,sOSName,age_gender
2577,2,13,3,3,3,4,3,1,1,2,1,1,2,5,5,2,0,12,4
2365,2,1,3,2,2,2,1,3,2,4,3,1,4,5,4,2,-1,-1,4
2561,4,1,97,4,5,1,5,1,1,1,1,1,2,4,2,1,1,6,6
1783,4,13,1,3,1,3,2,1,1,2,2,2,1,2,4,1,1,1,8
745,2,-98,1,2,3,3,2,2,2,2,2,2,4,5,4,2,1,6,6
2585,4,17,3,4,4,4,4,2,3,2,2,2,2,4,4,2,1,6,6
1569,2,1,16,4,2,2,2,2,2,1,2,1,4,2,4,-99,-1,-1,6
1703,4,36,3,2,2,2,2,2,3,2,3,2,2,4,2,2,0,12,6
1873,4,16,4,1,2,2,1,1,2,2,3,2,2,2,2,1,1,6,4
371,4,16,97,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,3
422,4,1,1,1,1,2,2,2,1,1,3,1,2,4,4,2,0,12,6
1889,2,11,3,1,1,2,2,2,2,2,3,2,2,2,2,2,0,8,3
329,4,13,1,2,1,1,2,1,2,2,2,2,4,4,4,2,2,6,8
1065,2,11,4,3,2,4,3,2,2,4,4,3,2,4,2,2,1,6,4
485,4,13,3,3,5,2,1,1,1,2,2,2,2,2,4,1,0,12,5
605,2,11,3,3,3,4,3,2,1,2,2,2,4,4,4,4,1,1,4
1570,2,1,3,5,5,5,5,1,1,1,1,1,4,3,4,5,-1,-1,5
142,2,16,6,3,3,2,1,3,2,4,3,2,4,4,4,2,0,12,3
1968,2,1,4,3,3,3,3,1,1,2,2,1,4,4,4,4,1,6,4
1615,4,1,96,3,2,2,1,2,2,2,2,2,5,5,5,5,1,6,3
2448,1,13,1,4,4,4,4,2,1,2,2,2,4,1,4,4,-1,-1,5
2039,2,11,3,4,4,4,4,4,2,4,4,3,5,5,5,5,-1,-1,6
1240,4,29,1,3,3,3,3,3,3,4,3,3,4,4,4,2,0,8,4
1579,5,1,3,5,5,1,1,4,1,1,3,4,4,5,5,1,-1,-1,6
591,2,1,3,3,4,4,3,1,2,1,2,2,2,5,2,4,0,8,1
1557,4,4,3,4,4,5,4,2,-98,2,-98,2,2,4,4,1,1,6,1
481,2,16,1,1,5,2,2,1,1,4,2,2,1,2,1,4,0,12,7
1208,2,1,3,2,2,2,2,1,1,2,1,1,2,2,4,1,1,6,6
732,4,19,5,2,4,3,4,2,1,4,2,1,1,4,2,2,0,12,5
1238,4,36,-98,2,4,2,2,1,2,2,1,1,2,5,5,1,1,1,8
1621,4,11,4,3,4,3,4,4,4,3,4,3,2,4,4,4,0,11,6
1833,2,16,4,3,2,4,3,2,2,2,2,2,4,2,2,2,0,12,1
360,5,11,3,2,2,2,2,1,2,2,3,2,2,4,4,2,1,6,6
2422,4,16,11,4,3,2,2,2,2,2,2,2,2,2,2,2,0,8,4
1405,2,20,20,4,2,2,2,1,1,1,1,1,2,2,4,1,1,1,6
1075,4,11,4,3,2,2,3,2,1,3,3,1,4,4,4,2,0,12,5
1880,2,5,-98,3,3,3,3,1,1,1,1,1,4,2,2,2,0,12,4
208,4,11,4,2,2,2,2,2,2,1,2,2,2,4,4,4,0,12,2
1904,2,-98,1,3,3,3,3,2,2,3,2,3,2,4,4,4,2,6,7
839,2,1,5,4,3,3,3,3,3,4,3,3,2,4,4,4,0,12,7
775,4,11,3,2,4,2,2,3,2,2,3,2,2,5,4,2,0,12,3
1669,4,32,95,1,1,1,2,1,1,1,1,1,5,2,5,5,-1,-1,7
831,2,20,-98,2,2,2,2,2,2,1,2,2,2,4,4,2,1,1,6
893,2,5,1,5,5,4,5,2,1,1,1,1,2,4,4,1,1,6,7
1798,4,6,3,2,2,3,3,3,2,2,3,3,2,4,2,2,0,8,5
1368,2,15,1,1,1,2,1,1,1,1,3,1,2,4,2,4,0,12,8
2447,2,29,4,3,4,3,2,2,2,3,3,1,4,4,4,4,1,6,4
203,2,-98,3,3,3,1,2,2,3,2,2,2,1,2,1,2,1,6,1
1595,2,36,1,5,2,4,3,2,1,2,2,2,1,1,1,1,0,12,5
598,2,32,1,3,3,3,3,2,3,3,3,3,4,2,2,4,0,12,1
1187,2,19,1,3,2,2,3,4,3,3,4,4,5,5,5,4,0,8,2
1872,2,96,96,3,4,4,5,4,3,3,3,3,4,4,2,4,1,6,3
885,1,1,3,5,4,2,4,2,1,1,1,2,4,4,4,4,1,6,5
1372,3,1,95,1,1,1,1,1,2,1,1,3,2,5,5,5,-1,-1,3
538,4,32,3,3,2,2,3,2,2,1,1,1,2,2,2,2,2,6,6
740,2,30,1,5,3,4,3,3,2,4,3,3,5,5,5,4,1,6,4
1479,2,-98,4,3,5,2,3,1,1,3,4,1,2,5,2,2,1,1,1
1740,2,19,1,2,2,3,2,1,1,3,3,1,2,4,2,2,1,6,2
1184,4,16,-99,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,4
1762,5,1,3,1,1,1,2,1,1,1,4,1,1,2,4,1,0,12,5
1257,2,32,1,3,3,3,3,3,2,3,3,3,2,4,4,4,1,1,6
1741,2,19,1,1,1,3,1,1,2,1,1,2,4,4,5,4,0,12,8
728,5,11,3,5,5,2,5,2,2,1,2,1,2,4,2,1,0,12,8
1761,2,1,3,4,5,4,3,2,4,2,3,2,2,4,4,4,1,6,4
908,2,7,1,4,3,2,2,2,2,3,2,2,2,4,2,4,0,12,5
2312,2,16,3,2,2,2,3,3,4,3,4,2,4,4,2,4,0,12,3
882,2,36,1,3,3,4,4,4,3,3,2,3,2,4,4,4,0,12,7
1938,4,4,3,2,2,3,2,2,2,2,3,2,4,4,4,4,0,12,5
74,1,-99,3,3,3,4,3,4,4,4,4,4,2,2,4,4,1,6,6
1571,2,13,1,4,2,3,2,1,1,1,2,1,4,4,4,2,1,6,7
226,4,20,3,3,2,2,2,3,3,1,3,2,2,4,2,2,0,12,7
1992,4,16,1,2,3,2,2,2,3,2,2,3,2,4,1,2,0,12,6
633,4,35,3,1,1,1,1,1,1,1,1,1,1,1,2,2,0,12,5
627,4,16,-98,4,3,3,3,1,1,1,1,1,2,4,2,2,0,12,5
2546,2,6,1,2,4,3,3,1,2,2,2,2,4,2,2,2,1,1,4
1979,2,13,1,2,2,2,2,1,1,2,2,1,4,4,5,1,1,1,4
225,2,16,3,2,1,1,1,1,1,1,2,1,1,2,2,4,0,12,7
1973,2,1,3,3,2,5,2,1,1,1,1,1,2,2,4,2,0,12,4
153,2,13,1,3,3,3,3,3,2,2,3,2,4,4,2,4,2,6,5
315,4,13,97,1,1,1,1,2,2,2,4,1,2,5,5,1,1,1,1
1777,2,96,3,3,4,2,2,2,2,2,2,3,4,4,2,2,0,12,1
661,2,32,3,4,4,4,5,2,2,2,1,3,4,4,2,4,1,1,8
376,4,33,6,2,3,4,4,2,1,2,3,1,4,4,4,4,0,12,5
774,5,16,1,1,1,1,1,1,1,1,2,1,4,5,4,1,0,12,8
1431,2,1,-98,3,2,2,1,1,2,2,2,2,2,4,2,2,1,6,4
107,4,11,3,3,3,1,1,2,3,1,3,3,4,4,4,2,0,7,6
262,5,96,4,1,2,1,5,1,1,2,4,1,4,2,2,1,0,12,1
2363,2,36,1,5,4,3,3,3,1,2,4,2,4,4,4,2,-1,-1,8
717,2,36,1,5,4,4,4,2,3,4,2,2,2,4,4,2,1,6,8
1919,2,-98,1,2,2,3,2,2,2,2,3,2,2,2,3,2,0,12,5
2382,5,20,5,2,1,2,1,1,1,1,3,2,2,5,4,4,1,6,3
1206,2,1,3,4,3,3,3,1,1,2,2,2,4,4,4,2,0,12,6
1118,2,17,1,1,1,3,3,1,1,2,1,1,2,1,5,1,1,6,8
932,2,1,1,4,3,3,3,3,2,3,3,3,4,4,4,2,0,8,4
201,4,16,4,3,1,1,5,2,2,1,4,1,1,2,4,2,0,12,6
965,4,5,4,2,2,2,2,1,1,1,2,1,2,2,4,2,1,6,6
1166,2,16,1,3,3,4,2,3,3,4,4,2,5,5,4,2,2,6,5
1529,2,36,3,5,5,2,5,2,2,2,2,2,2,4,4,1,0,12,8
1200,2,16,3,2,1,2,1,3,2,1,3,2,1,1,1,5,0,12,7
1665,2,1,3,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,4
195,2,11,3,3,3,4,3,3,2,3,3,2,2,4,2,2,0,12,4
182,5,13,11,3,5,3,3,1,1,1,2,1,2,4,4,2,1,6,6
500,2,20,3,2,2,2,3,1,1,1,1,1,2,2,1,2,1,1,4
1835,2,1,3,2,2,2,2,1,2,1,2,1,4,4,4,2,1,6,1
325,4,1,3,4,4,4,4,2,2,2,2,2,2,4,2,2,1,6,4
832,2,1,1,2,2,4,4,2,1,3,2,2,1,2,1,4,1,6,4
2017,5,96,97,1,1,1,3,4,4,4,4,4,5,5,5,5,-1,-1,4
1926,2,35,3,3,2,2,3,1,1,1,4,1,1,1,1,2,-1,-1,8
901,1,16,4,2,3,2,3,2,3,3,2,3,5,5,2,2,1,6,4
1109,1,16,1,2,2,2,2,1,1,2,3,1,2,2,4,1,1,6,8
793,2,29,-98,3,3,5,4,1,1,2,1,1,1,2,1,2,0,8,7
1038,4,11,4,2,1,3,1,1,1,1,1,2,1,5,5,1,-1,-1,8
632,2,-98,3,-98,5,3,4,1,1,1,2,2,2,2,2,2,1,1,5
493,2,16,1,3,4,4,3,2,1,1,2,1,1,4,4,2,2,6,7
1537,2,4,3,3,3,3,2,4,4,2,4,4,4,4,2,4,0,12,4
1965,2,-98,3,4,2,2,2,2,2,2,2,2,4,4,4,2,0,12,2
877,2,1,3,4,4,2,2,2,2,2,2,2,2,4,2,2,1,1,4
1853,4,16,3,3,2,3,2,2,2,3,2,2,2,5,4,4,0,12,8
777,4,29,1,3,3,4,4,3,1,2,3,3,2,2,1,2,2,6,7
1102,2,17,1,2,2,3,3,2,3,2,2,2,2,4,2,2,0,12,5
676,2,1,6,2,2,1,2,2,2,2,3,1,4,2,4,4,0,12,4
1885,1,16,97,4,2,2,2,2,2,2,3,2,4,4,4,2,1,1,7
930,2,35,-99,3,3,3,2,2,2,2,2,3,4,4,4,2,0,12,5
121,5,13,3,3,1,1,1,1,2,1,1,1,1,2,1,1,1,6,1
2555,2,1,3,3,3,3,2,1,2,2,2,1,2,1,1,2,1,1,3
1671,2,1,6,2,3,5,2,3,2,3,1,1,2,4,4,1,-1,-1,5
54,2,8,1,4,5,4,5,1,1,3,2,3,1,4,2,1,1,1,6
379,2,20,4,3,3,4,4,3,1,3,3,2,2,2,5,1,2,6,5
824,4,16,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,6,3
1695,4,13,2,2,2,3,2,1,1,1,1,1,4,4,4,1,1,1,6
1817,4,11,4,2,3,3,3,3,3,3,4,3,5,5,5,4,0,12,3
601,2,17,1,2,2,4,4,3,2,4,3,3,2,2,4,1,2,6,6
792,1,16,6,2,3,4,3,4,3,4,4,3,5,5,4,2,2,6,5
401,4,15,11,2,1,2,3,1,2,1,1,2,2,2,2,2,0,12,3
1097,2,13,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,6,5
2021,4,11,4,2,2,2,3,2,2,1,2,1,4,4,4,4,0,8,5
475,1,1,3,4,2,4,4,2,2,2,2,2,4,4,2,2,1,1,4
1277,2,-98,1,4,4,3,3,2,2,3,3,2,5,5,5,5,1,6,4
1090,1,16,6,3,4,4,4,3,2,2,2,3,2,4,2,2,2,6,7
705,4,96,4,2,2,1,1,1,1,1,1,1,2,2,2,2,0,12,4
2086,2,4,3,2,1,2,2,1,1,1,2,1,2,4,4,2,1,1,5
1505,1,19,1,5,2,4,4,2,1,2,2,2,1,1,2,4,2,6,7
1110,2,13,11,3,2,2,4,3,2,2,2,1,4,2,2,2,0,12,5
2397,4,13,3,2,2,2,4,1,2,2,2,1,5,4,4,4,-1,-1,5
2582,2,1,1,5,4,2,2,1,1,2,1,1,1,2,2,1,-1,-1,6
347,4,11,4,1,1,1,2,3,3,2,4,1,4,4,2,2,1,6,4
1656,3,16,5,2,2,3,2,2,1,2,2,3,2,4,3,2,-1,-1,7
48,4,11,1,2,5,3,1,3,3,2,4,3,1,2,4,1,1,1,1
2543,2,6,1,3,2,3,2,2,2,3,3,1,2,4,2,2,0,12,1
2110,2,17,1,5,2,5,4,2,2,2,1,1,2,5,2,4,-1,-1,6
1546,2,11,3,4,5,2,4,1,2,1,2,2,1,4,4,2,1,6,4
1094,2,16,1,3,2,3,3,3,3,3,3,3,4,4,4,4,2,1,3
940,2,11,3,1,1,2,2,2,2,3,3,1,2,4,2,2,0,12,4
1089,2,1,1,3,4,2,3,1,1,3,2,2,3,3,4,2,-1,-1,5
581,4,1,97,5,5,2,5,1,1,1,1,1,4,5,4,2,1,1,3
1607,4,16,3,3,3,2,2,1,1,2,2,1,2,5,5,5,-1,-1,8
1726,2,17,1,4,2,4,4,3,2,3,3,3,4,4,4,2,-1,-1,8
914,1,4,1,3,2,3,3,2,3,3,3,3,4,4,4,2,2,6,8
443,2,32,3,2,4,4,2,2,3,3,4,3,2,4,2,2,1,6,4
1744,2,1,11,5,5,5,5,2,1,1,1,1,4,4,5,2,0,12,4
1498,2,37,4,3,3,3,3,3,3,3,3,3,4,4,4,4,1,6,4
1209,2,32,1,2,2,4,2,1,1,3,3,1,2,4,4,2,1,1,3
1985,4,96,-99,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,4
2435,4,35,4,2,1,2,5,2,1,2,2,2,1,1,1,1,2,6,6
1273,2,1,1,3,3,4,4,1,1,2,2,2,4,4,4,2,0,12,4
1407,2,-98,1,3,4,2,2,2,3,2,2,1,4,4,5,4,1,6,8
2018,2,1,1,3,3,3,4,3,3,3,4,3,4,4,4,2,0,12,3
1037,2,5,3,3,3,5,3,1,1,2,2,1,2,1,4,2,-1,-1,7
2431,1,16,3,2,4,2,2,3,3,2,3,2,2,2,3,1,-1,-1,4
1093,4,13,6,-98,5,-98,-98,4,1,3,3,-98,4,4,5,5,-1,-1,8
2427,2,11,1,2,5,4,4,3,2,3,2,1,2,4,4,2,0,12,3
557,2,16,3,2,2,2,3,2,2,3,3,3,4,4,4,4,1,1,7
1192,4,11,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11,5
841,2,16,1,3,4,3,3,2,1,2,2,2,2,4,4,4,1,1,5
545,4,11,3,1,1,1,2,2,1,1,1,1,2,2,1,1,0,8,5
694,2,1,3,3,4,3,3,2,3,3,3,3,4,4,4,2,1,1,6
114,2,1,3,4,4,4,3,2,2,3,3,2,2,4,2,2,1,1,8
492,2,20,4,3,1,3,4,2,3,3,3,1,2,4,2,4,1,6,4
881,4,15,1,5,5,5,5,1,2,2,2,2,2,4,4,2,0,8,4
351,4,13,1,5,4,2,1,3,4,2,4,2,4,5,5,2,0,12,7
1912,2,96,4,3,4,4,4,2,4,1,4,3,1,2,2,4,0,8,2
1976,4,19,1,4,2,2,2,2,2,1,1,2,4,4,4,2,1,1,4
1790,4,16,11,4,4,2,1,1,1,1,1,1,1,4,2,1,1,6,3
1185,2,-98,3,4,2,3,1,3,3,2,3,1,4,5,4,1,1,6,2
2330,2,8,3,4,2,4,4,2,2,3,3,2,4,4,4,2,1,6,5
1749,4,17,1,2,2,2,2,2,2,2,2,2,2,4,2,1,0,12,6
97,2,13,1,3,3,4,3,3,4,4,4,3,1,4,1,5,1,6,3
2334,4,96,3,2,1,3,3,2,1,2,4,1,2,5,4,5,2,6,7
108,2,-96,1,1,1,4,4,2,2,2,2,2,4,2,4,2,1,1,5
167,2,11,3,3,2,3,2,2,2,2,2,2,2,2,4,2,0,8,7
435,2,11,-98,3,3,3,5,4,4,4,3,4,2,2,2,2,1,6,4
1540,5,11,3,2,2,2,1,1,2,3,2,1,4,4,4,2,1,6,8
1014,2,6,1,5,5,5,5,1,1,1,1,1,2,1,2,2,0,12,6
2490,2,26,1,2,1,2,2,1,1,2,3,1,2,2,4,2,0,12,4
229,2,8,4,2,2,2,1,3,3,1,2,1,2,2,2,4,2,1,5
296,4,1,97,3,5,3,2,2,2,3,2,2,1,5,5,1,1,6,4
2107,2,11,3,4,3,3,3,2,1,1,1,1,4,2,4,4,1,6,3
1981,2,-98,3,4,4,4,3,3,3,3,3,3,4,4,4,4,1,6,4
1170,2,20,22,3,3,4,4,3,2,4,3,3,4,4,4,4,0,12,4
553,2,17,3,3,4,3,2,2,2,2,3,3,4,4,4,4,1,1,2
1946,2,19,4,3,3,3,2,2,3,2,2,1,4,4,4,4,1,6,4
1132,2,1,1,4,4,5,4,3,3,3,4,2,2,4,2,2,0,12,6
577,4,11,3,5,5,2,5,2,1,3,3,1,2,2,4,2,0,12,5
1488,1,11,3,1,2,2,2,1,1,1,2,1,2,1,1,2,1,6,7
403,4,2,4,2,2,1,3,2,2,3,2,3,5,4,4,4,1,6,4
1767,1,13,1,3,3,3,3,3,3,2,3,3,4,4,4,4,0,12,7
2187,2,1,97,3,2,2,2,3,2,3,3,2,2,2,2,4,2,6,4
1620,2,19,1,4,4,2,2,4,3,2,1,2,4,4,2,4,0,8,3
669,4,13,5,5,5,3,1,2,1,2,2,1,2,1,4,1,1,1,6
649,4,35,3,4,2,4,2,2,1,1,2,1,2,4,2,2,2,6,5
761,5,20,3,1,1,1,1,2,2,1,3,1,1,1,1,1,0,12,5
10,2,19,1,4,-98,3,2,4,2,3,3,4,4,4,5,4,-1,-1,8
303,4,1,4,2,2,2,2,1,2,1,3,2,2,4,2,2,1,6,4
1689,4,16,4,2,2,1,1,1,1,2,2,1,4,2,1,1,1,1,4
326,5,20,3,2,2,3,2,2,3,1,2,1,1,4,4,2,2,6,8
1759,2,16,97,3,2,2,2,2,2,2,3,1,2,2,2,2,1,6,3
354,2,18,1,2,2,3,2,2,1,2,2,2,2,4,4,4,2,6,8
1164,4,-98,1,3,2,3,3,2,2,3,2,2,4,4,4,2,1,6,2
1150,4,13,97,3,2,3,2,1,2,1,3,3,2,4,1,4,2,6,4
803,2,16,2,4,3,3,4,1,1,3,2,2,4,4,4,4,0,12,5
2010,2,1,1,2,2,4,4,2,2,2,3,3,2,2,2,4,1,6,5
2544,2,11,1,4,2,3,2,3,2,3,3,1,2,4,4,4,2,6,6
2087,4,16,3,3,2,1,2,3,3,3,2,2,4,5,4,4,1,6,5
245,4,36,3,4,2,3,3,3,2,2,2,2,2,4,4,2,2,6,7
1117,1,36,3,2,3,1,1,3,2,2,3,4,5,5,4,5,-1,-1,7
185,2,35,4,3,3,4,4,3,2,2,3,2,2,4,1,2,0,8,5
2238,4,11,3,1,2,2,1,2,1,1,3,1,2,4,4,1,2,1,6
1345,4,16,2,4,3,3,2,2,2,2,2,1,4,4,4,4,0,12,7
374,2,31,1,3,3,4,4,2,1,2,1,1,1,2,1,2,0,12,5
737,4,11,3,3,2,2,3,2,3,3,2,3,4,4,4,2,2,6,7
2310,4,16,11,4,4,4,3,3,3,3,3,3,4,4,4,4,0,12,7
2230,2,16,11,4,3,2,1,1,1,2,1,1,4,4,2,1,0,12,5
2106,2,5,4,3,3,4,4,3,2,3,3,2,2,2,2,2,1,6,6
1319,4,36,-98,3,5,2,3,1,1,1,1,1,2,4,4,1,0,12,6
343,2,28,1,4,4,4,4,1,1,1,1,1,4,4,5,1,1,6,4
1495,2,-99,-99,3,3,3,3,1,2,1,2,1,2,2,4,1,0,12,6
1156,5,16,11,3,3,1,1,1,2,1,1,1,4,4,5,1,-1,-1,6
978,1,6,4,3,4,4,2,2,2,3,3,2,2,1,1,4,1,6,4
186,4,1,1,4,4,3,4,1,1,2,2,1,2,4,4,2,2,6,8
1773,4,6,3,4,4,4,4,2,2,2,2,2,2,2,2,2,1,6,5
1753,2,11,3,3,3,3,3,2,1,2,3,3,4,4,4,2,1,6,5
1287,4,19,39,3,2,2,2,2,3,1,2,2,4,4,2,2,1,1,1
845,4,16,4,1,1,2,1,2,1,2,2,1,2,2,4,2,0,12,7
1746,2,2,-98,2,2,4,4,3,2,3,3,1,2,1,-98,2,1,1,5
2097,2,1,2,5,5,4,5,1,1,1,1,1,5,5,4,2,0,12,7
703,2,18,1,4,3,4,4,3,2,4,3,3,2,4,4,2,0,12,7
2214,2,-98,4,3,3,3,3,2,3,4,3,3,5,5,4,5,1,6,4
1091,2,20,4,3,3,3,3,1,3,1,3,1,4,4,4,4,0,12,8
1347,2,13,1,2,2,2,4,1,1,1,2,1,4,4,4,1,0,12,7
1242,2,17,3,2,4,2,2,2,2,2,2,2,4,2,2,2,1,6,4
1863,4,11,3,2,2,3,2,2,2,2,3,2,4,4,5,4,0,12,8
1549,2,16,2,4,4,5,5,1,1,2,2,1,2,2,2,1,2,6,7
1720,5,16,4,2,3,2,2,1,2,2,3,1,1,2,1,2,0,8,3
1309,2,4,1,3,3,4,3,1,1,4,4,2,2,1,2,4,0,12,5
1218,2,16,1,2,2,3,3,2,2,3,3,2,4,5,2,2,2,6,6
1787,2,1,6,2,2,3,3,1,1,1,1,1,1,1,4,4,1,1,5
2155,2,36,11,3,2,4,2,2,3,2,4,1,2,4,4,4,-1,-1,8
1055,2,16,1,3,4,4,3,4,4,-98,4,1,2,5,5,1,0,8,5
494,4,13,11,3,2,3,3,1,2,2,2,1,2,1,2,2,0,12,5
1836,2,37,3,2,2,4,4,3,2,3,3,3,2,4,2,5,0,12,3
1957,4,16,1,4,3,3,3,2,2,2,3,2,4,4,4,2,0,12,5
1171,2,1,3,3,3,3,3,2,1,2,3,2,1,4,4,1,-1,-1,8
1013,2,1,-99,2,2,2,2,2,1,4,3,2,5,5,5,4,1,6,6
1099,3,4,-98,4,3,2,2,1,1,1,1,1,2,4,4,1,0,12,6
576,2,16,2,3,1,4,3,2,2,2,2,1,2,4,4,2,0,12,7
1843,2,1,1,3,3,4,3,2,2,4,3,2,4,4,4,4,0,12,8
710,2,32,1,2,4,2,1,1,1,1,2,2,2,4,4,4,1,6,4
864,4,15,4,2,2,2,2,1,1,2,3,2,4,4,4,1,1,6,4
1153,2,20,8,3,3,4,4,2,1,1,2,1,1,2,2,2,0,12,6
349,2,13,5,4,4,4,4,2,2,2,2,2,4,4,2,2,0,12,7
659,1,18,1,3,3,5,3,2,2,2,2,2,4,4,4,1,2,6,7
861,2,17,1,3,2,3,2,3,2,3,3,3,4,2,4,1,1,1,3
1182,4,13,3,2,1,1,1,2,1,2,1,1,5,5,5,1,1,6,3
2006,4,11,11,3,4,4,4,2,2,2,2,2,2,4,2,2,0,12,7
286,2,13,6,5,5,2,5,1,1,1,1,1,5,5,5,1,1,6,8
1805,2,20,1,2,2,3,3,1,2,2,2,3,4,5,4,4,2,6,8
1544,4,11,4,2,3,3,3,1,1,2,3,1,2,4,4,2,-1,-1,5
2151,2,1,3,2,5,2,5,1,1,2,1,1,2,4,4,2,1,1,4
2251,1,11,1,5,4,5,4,4,4,4,4,4,5,5,5,5,-1,-1,6
1709,2,1,1,3,3,4,3,3,3,2,4,3,2,2,2,2,1,6,3
1311,2,29,1,2,2,4,3,2,2,2,2,2,2,4,2,4,0,12,5
1737,2,2,1,2,4,4,3,3,3,3,1,2,5,5,5,4,0,12,7
923,2,1,3,3,2,3,4,3,2,3,2,2,4,2,2,4,1,6,3
150,2,96,4,3,3,3,3,1,1,2,3,1,2,4,4,1,1,1,2
306,2,13,6,3,3,2,2,1,1,2,1,1,1,1,2,2,0,12,5
2317,4,13,2,4,2,1,2,1,2,2,2,1,1,4,4,2,0,12,6
368,2,1,1,2,2,2,2,2,1,2,3,3,4,4,2,4,0,12,3
1920,2,4,-98,3,3,3,3,2,2,2,2,1,4,5,4,2,1,6,3
1157,2,19,3,3,4,4,2,3,2,3,3,3,5,5,5,4,0,12,4
1237,2,16,1,3,4,2,2,1,1,4,1,1,2,4,2,2,0,12,5
2524,2,13,3,4,5,4,4,1,1,1,1,1,4,4,4,4,0,12,4
310,2,13,1,5,4,5,4,4,4,4,4,4,2,2,2,2,1,6,7
510,2,4,6,3,3,4,4,2,2,3,3,1,1,2,4,2,1,6,3
2438,2,16,3,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,2
353,4,11,4,1,2,2,2,1,1,1,3,1,1,4,2,4,1,1,4
1653,1,20,1,5,5,5,5,4,1,1,1,4,1,1,1,1,-1,-1,3
98,2,13,1,4,4,3,4,2,1,2,2,2,2,2,4,2,0,12,7
2407,1,1,3,4,4,3,2,2,2,2,1,1,2,4,4,2,2,6,4
1243,4,11,3,2,1,1,1,2,1,1,2,1,4,4,2,4,1,1,5
2258,4,96,-98,4,4,2,5,2,2,2,4,2,2,1,2,1,1,6,4
1487,2,1,6,3,3,3,3,3,3,3,3,3,4,4,4,2,0,12,3
1279,5,11,4,1,1,1,1,1,1,1,1,1,1,2,2,2,0,8,7
2195,2,16,3,3,3,3,3,2,2,2,3,2,2,4,2,2,0,12,4
1417,4,20,4,3,2,3,1,1,1,2,3,1,1,1,2,2,0,12,5
444,2,20,3,2,2,3,3,3,3,4,4,3,4,2,2,4,1,1,3
2541,2,1,3,3,3,4,3,3,2,3,3,3,2,2,2,2,1,6,6
448,2,1,3,3,2,4,3,2,3,4,4,3,4,5,2,2,1,1,8
488,2,29,3,3,3,3,2,2,2,3,3,2,4,5,5,4,0,12,7
1015,2,1,1,3,3,4,4,2,2,2,2,2,4,4,4,4,0,12,7
1227,2,5,97,3,2,2,2,2,2,2,2,2,1,1,2,2,2,6,5
1352,2,13,97,2,2,4,2,2,1,2,2,1,4,2,2,1,0,12,7
1136,4,19,3,2,1,2,2,1,1,1,2,1,2,2,4,2,0,8,5
1291,1,13,1,4,4,5,4,3,1,2,2,2,4,4,4,1,-1,-1,7
944,4,1,1,4,2,4,3,2,1,3,4,3,-98,4,4,2,0,12,6
1310,2,16,-98,2,3,3,3,2,2,3,3,3,2,4,4,2,2,6,6
423,4,16,4,3,2,2,2,2,2,2,2,2,2,2,4,4,0,8,5
1636,4,16,5,2,1,2,2,2,1,2,3,1,1,2,4,1,2,6,8
1377,2,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,4
2211,4,4,1,1,1,2,3,1,1,2,4,1,5,4,4,2,0,12,5
82,2,1,4,3,2,2,3,2,2,3,3,2,2,2,4,2,1,6,4
515,2,4,3,4,3,3,3,1,2,3,2,1,2,4,4,2,0,8,4
587,4,16,-98,4,4,4,2,2,3,1,3,1,2,2,4,4,0,12,4
919,1,30,1,4,4,3,3,3,2,3,3,3,1,4,2,4,1,6,4
640,2,1,1,2,3,3,4,1,1,3,3,1,2,5,5,2,1,6,4
1259,4,11,3,2,2,2,5,1,1,1,1,1,1,2,4,2,0,8,4
1229,2,4,1,4,2,5,5,3,3,4,4,4,1,2,2,2,0,8,3
1948,2,13,1,3,3,2,2,3,3,3,3,2,4,5,5,1,0,8,6
1572,2,6,3,3,4,4,4,3,3,4,4,4,2,4,2,4,0,12,4
876,4,13,2,2,2,2,1,1,1,1,1,1,1,1,4,1,0,12,6
298,2,-98,-98,4,3,3,3,2,2,2,2,2,4,4,4,4,1,1,2
1288,2,4,4,2,2,3,3,2,2,3,3,2,2,4,4,1,1,6,2
784,4,11,4,4,4,4,4,4,3,2,3,3,2,2,4,2,0,8,3
2200,2,20,4,1,2,3,2,1,2,2,3,1,2,5,2,2,0,12,4
1664,5,36,97,1,1,1,1,1,1,1,1,1,1,1,4,3,-1,-1,8
620,4,16,1,3,2,2,2,2,3,2,2,2,2,4,2,1,0,12,4
673,4,1,5,1,4,1,5,1,2,2,2,1,2,4,5,4,1,1,7
340,1,1,1,3,3,2,4,3,3,4,2,2,1,4,2,2,1,1,3
1980,2,30,1,4,3,4,4,2,1,1,2,2,4,4,4,1,0,12,5
2537,4,5,3,4,2,3,3,1,1,2,3,2,2,2,2,2,1,1,4
